File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location,reporting_area_group
2019-04336,2019-06-24 12:03:00,2019-06-24 12:02:00,Admin Error,411,Area 4,"700 Massachusetts Ave, Cambridge, MA",4
2011-01742,2011-03-12 02:28:00,2011-03-12 02:28:00,Simple Assault,708,Riverside,"100 Mount Auburn St, Cambridge, MA",7
2019-03921,2019-06-09 15:14:00,2019-06-09 15:14:00,Accident,305,Inman/Harrington,"CAMBRIDGE ST & TREMONT ST, Cambridge, MA",3
2014-06341,2014-08-27 20:22:00,2014-08-27 20:22:00,Admin Error,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2014-04740,2014-07-05 06:10:00,2014-07-05 06:10:00,Missing Person,102,East Cambridge,"0 LAND BLVD, Cambridge, MA",1
2022-02768,2022-04-24 15:43:00,2022-04-24 15:43:00,Commercial Break,1109,North Cambridge,"400 RINDGE AVE, Cambridge, MA",11
2022-04821,2022-07-04 20:50:00,2022-07-04 20:50:00,Disorderly,405,Area 4,"CHERRY ST & HARVARD ST, Cambridge, MA",4
2017-01498,2017-03-09 21:44:00,2017-03-09 21:43:00,Prostitution,104,East Cambridge,"300 MONSIGNOR OBRIEN HWY, Cambridge, MA",1
2017-00618,2017-01-29 12:48:00,2017-01-28 13:18:00,Larceny from Person,708,Riverside,"0 DUNSTER ST, Cambridge, MA",7
2017-07018,2017-10-03 12:19:00,2017-10-03 12:18:00,Suspicious Package,401,Area 4,"400 TECHNOLOGY SQ, Cambridge, MA",4
2019-00362,2019-01-17 08:13:00,2019-01-17 08:12:00,Accident,907,Peabody,"CHAUNCY ST & CONCORD AVE, Cambridge, MA",9
2022-06993,2022-09-11 20:10:00,2022-09-11 20:10:00,Aggravated Assault,1303,Strawberry Hill,"700 HURON AVE, Cambridge, MA",13
2012-02496,2012-04-06 12:40:00,2012-04-06 12:40:00,Larceny from MV,502,Cambridgeport,"0 PILGRIM ST, Cambridge, MA",5
2012-02713,2012-04-15 09:02:00,2012-04-15 00:30:00,Larceny from Person,1002,West Cambridge,"100 WINTHROP ST, Cambridge, MA",10
2014-01953,2014-03-26 11:48:00,2014-03-26 11:47:00,Warrant Arrest,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2019-04341,2019-06-24 12:32:00,2019-06-24 12:32:00,Hit and Run,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2024-02523,2024-03-28 19:46:00,2024-03-28 19:46:00,Aggravated Assault,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2021-03591,2021-05-25 15:48:00,2021-05-25 15:47:00,Drugs,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2014-04687,2014-07-03 11:04:00,2014-07-03 11:03:00,Larceny from Person,508,Cambridgeport,"Prince St & MAGAZINE ST, Cambridge, MA",5
2020-07048,2020-10-16 15:08:00,2020-10-16 15:07:00,Forgery,905,Peabody,"0 ARLINGTON ST, Cambridge, MA",9
2019-03971,2019-06-11 08:23:00,2019-06-11 08:22:00,Accident,604,Mid-Cambridge,"HIGHLAND AVE & Highland Park, Cambridge, MA",6
2020-05990,2020-09-09 16:55:00,2020-09-09 16:54:00,Threats,1017,West Cambridge,"300 Mount Auburn St, Cambridge, MA",10
2015-09191,2015-12-08 09:06:00,2015-12-08 09:05:00,Admin Error,1002,West Cambridge,"1400 Massachusetts Ave, Cambridge, MA",10
2011-06050,2011-08-08 14:36:00,2011-08-07 02:00:00,Aggravated Assault,708,Riverside,"0 JFK ST, Cambridge, MA",7
2019-05379,2019-07-30 15:22:00,2019-07-30 15:22:00,Simple Assault,1002,West Cambridge,"0 CHURCH ST, Cambridge, MA",10
2022-06839,2022-09-07 08:34:00,2022-09-07 08:34:00,Shoplifting,510,Cambridgeport,"300 RIVER ST, Cambridge, MA",5
2012-07762,2012-10-02 06:11:00,2012-10-02 06:10:00,Hit and Run,1106,North Cambridge,"100 RINDGE AVE, Cambridge, MA",11
2023-05393,2023-06-18 03:48:00,2023-06-18 03:47:00,Simple Assault,602,Mid-Cambridge,"900 MASSACHUSETTS AVE, Cambridge, MA",6
2016-03037,2016-05-04 17:49:00,2016-05-04 17:48:00,Accident,1012,West Cambridge,"FAYERWEATHER ST & HURON AVE, Cambridge, MA",10
2009-00364,2009-01-14 21:45:00,2009-01-14 21:45:00,Shoplifting,1101,North Cambridge,"0 WHITE ST, Cambridge, MA",11
2023-06322,2023-07-15 15:13:00,2023-07-15 15:13:00,Hit and Run,911,Peabody,"SHERMAN ST & WALDEN ST, Cambridge, MA",9
2019-02184,2019-04-04 06:44:00,2019-04-04 06:43:00,Warrant Arrest,504,Cambridgeport,"200 FRANKLIN ST, Cambridge, MA",5
2022-03564,2022-05-23 16:53:00,2022-05-23 16:05:00,Threats,305,Inman/Harrington,"300 COLUMBIA ST, Cambridge, MA",3
2020-04650,2020-07-21 15:23:00,2020-07-21 15:22:00,Street Robbery,501,Cambridgeport,"0 MAGAZINE ST, Cambridge, MA",5
2012-02599,2012-04-10 12:15:00,2012-04-10 12:14:00,Larceny from MV,1015,West Cambridge,"200 BRATTLE ST, Cambridge, MA",10
2009-00683,2009-01-27 13:31:00,2009-01-27 13:31:00,Shoplifting,1002,West Cambridge,"0 JFK ST, Cambridge, MA",10
2013-05947,2013-08-05 18:44:00,2013-08-05 09:30:00,Larceny from Residence,1104,North Cambridge,"100 CHURCHILL AVE, Cambridge, MA",11
2011-03342,2011-05-11 10:31:00,2011-05-11 10:30:00,Shoplifting,1301,Strawberry Hill,"700 Mount Auburn St, Cambridge, MA",13
2023-02743,2023-04-04 16:11:00,2023-04-04 16:10:00,Accident,902,Peabody,"CHAUNCY ST & GARDEN ST, Cambridge, MA",9
2017-06508,2017-09-13 17:34:00,2017-09-13 17:34:00,Warrant Arrest,405,Area 4,"SCHOOL ST & WINDSOR ST, Cambridge, MA",4
2012-03286,2012-05-06 03:07:00,2012-05-06 03:06:00,Mal. Dest. Property,1111,North Cambridge,"Cedar St & MASSACHUSETTS AVE, Cambridge, MA",11
2020-06088,2020-09-12 19:24:00,2020-09-12 19:23:00,Admin Error,1203,Highlands,"0 BLANCHARD RD, Cambridge, MA",12
2021-08202,2021-11-08 06:44:00,2021-11-08 06:14:00,Violation of H.O.,804,Agassiz,"0 SACRAMENTO ST, Cambridge, MA",8
2013-05893,2013-08-03 11:13:00,2013-08-03 11:12:00,Drinking in Public,501,Cambridgeport,,5
2024-04300,2024-05-24 13:15:00,2024-05-24 13:14:00,Admin Error,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2015-08286,2015-11-02 21:34:00,2015-11-02 21:33:00,Warrant Arrest,103,East Cambridge,"400 THIRD ST, Cambridge, MA",1
2017-07081,2017-10-05 22:21:00,2017-10-05 22:20:00,Threats,1201,Highlands,"200 Alewife Brook Pky, Cambridge, MA",12
2021-02143,2021-04-02 14:44:00,2021-03-02 14:00:00,Aggravated Assault,706,Riverside,"0 Flagg St, Cambridge, MA",7
2023-01728,2023-03-03 12:04:00,2023-03-03 12:03:00,Mal. Dest. Property,1110,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",11
2020-03857,2020-06-13 11:47:00,2020-06-13 11:47:00,Admin Error,902,Peabody,"0 SHEPARD ST, Cambridge, MA",9
2018-07804,2018-11-02 16:56:00,2018-11-02 16:30:00,Hit and Run,703,Riverside,"0 KINNAIRD ST, Cambridge, MA",7
2016-01029,2016-02-16 11:27:00,2016-02-16 11:20:00,Flim Flam,908,Peabody,"0 HOLLY AVE, Cambridge, MA",9
2015-05344,2015-07-20 17:42:00,2015-07-20 17:42:00,Mal. Dest. Property,1112,North Cambridge,"Massachusetts Ave & Porter Sq, Cambridge, MA",11
2013-05861,2013-08-02 14:55:00,2013-08-02 14:55:00,Larceny from Person,1004,West Cambridge,"0 Phillips Pl, Cambridge, MA",10
2019-02896,2019-05-01 14:37:00,2019-05-01 14:36:00,Accident,911,Peabody,"GARDEN ST & WALDEN ST, Cambridge, MA",9
2019-08320,2019-11-13 11:06:00,2019-11-12 11:21:00,Hit and Run,1110,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",11
2017-00346,2017-01-17 14:16:00,2017-01-17 14:15:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2019-02209,2019-04-05 07:19:00,2019-04-05 07:18:00,Accident,912,Peabody,"ALPINE ST & CONCORD AVE, Cambridge, MA",9
2018-07793,2018-11-02 12:58:00,2018-11-02 12:57:00,Warrant Arrest,506,Cambridgeport,"FRANKLIN ST & PEARL ST, Cambridge, MA",5
2017-05507,2017-08-07 14:40:00,2017-08-07 14:39:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2017-02405,2017-04-17 07:28:00,2017-04-17 07:27:00,Suspicious Package,1110,North Cambridge,"0 CAMBRIDGEPARK DR, Cambridge, MA",11
2022-01960,2022-03-24 09:30:00,2022-03-24 09:29:00,Weapon Violations,804,Agassiz,"100 OXFORD ST, Cambridge, MA",8
2010-08231,2010-10-20 10:20:00,2010-10-19 16:00:00,Larceny from Building,704,Riverside,"0 BLACKSTONE ST, Cambridge, MA",7
2013-09698,2013-12-09 17:40:00,2013-12-09 17:40:00,Shoplifting,102,East Cambridge,,1
2022-09175,2022-11-18 09:11:00,2022-11-18 09:10:00,Admin Error,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2023-11626,2023-12-20 18:30:00,2023-12-20 18:30:00,Suspicious Package,201,MIT,"100 BROADWAY, Cambridge, MA",2
2019-02069,2019-03-29 18:18:00,2019-03-29 18:18:00,Flim Flam,405,Area 4,"100 PINE ST, Cambridge, MA",4
2009-07799,2009-10-19 15:19:00,2009-10-14 01:30:00,Larceny of Services,408,Area 4,"300 Massachusetts Ave, Cambridge, MA",4
2013-06871,2013-09-03 22:31:00,2013-09-03 22:31:00,Missing Person,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2017-00332,2017-01-16 16:18:00,2017-01-16 16:17:00,Shoplifting,504,Cambridgeport,"0 Sidney St, Cambridge, MA",5
2023-01106,2023-02-09 01:21:00,2023-02-09 01:21:00,Threats,1109,North Cambridge,"0 CLIFTON PL, Cambridge, MA",11
2022-02112,2022-03-29 14:30:00,2022-03-29 14:29:00,Aggravated Assault,202,MIT,"MAIN ST & WADSWORTH ST, Cambridge, MA",2
2022-03183,2022-05-09 22:05:00,2022-05-09 22:05:00,Trespassing,302,Inman/Harrington,"200 HAMPSHIRE ST, Cambridge, MA",3
2013-04397,2013-06-18 21:12:00,2013-06-18 21:12:00,Threats,502,Cambridgeport,"300 MASSACHUSETTS AVE, Cambridge, MA",5
2010-01166,2010-02-19 10:49:00,2010-02-19 10:49:00,Aggravated Assault,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2014-07880,2014-10-17 12:57:00,2014-10-17 12:50:00,Larceny from Building,105,East Cambridge,"400 CAMBRIDGE ST, Cambridge, MA",1
2019-02769,2019-04-25 23:19:00,2019-04-25 23:18:00,Auto Theft,501,Cambridgeport,"0 CENTRAL SQ, Cambridge, MA",5
2013-06669,2013-08-28 09:41:00,2013-08-16 22:00:00,Larceny from Building,905,Peabody,"1900 MASSACHUSETTS AVE, Cambridge, MA",9
2018-04565,2018-07-07 18:20:00,2018-07-07 18:20:00,Admin Error,903,Peabody,"BOWDOIN ST & LINNAEAN ST, Cambridge, MA",9
2018-08121,2018-11-15 16:09:00,2018-11-15 16:09:00,Trespassing,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2018-03836,2018-06-09 03:30:00,2018-06-09 03:29:00,Street Robbery,601,Mid-Cambridge,"Massachusetts Ave & Inman St, Cambridge, MA",6
2019-07098,2019-09-27 22:37:00,2019-09-27 22:36:00,Simple Assault,402,Area 4,"0 MARKET ST, Cambridge, MA",4
2013-06079,2013-08-09 13:12:00,2013-08-09 13:11:00,Warrant Arrest,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2024-03792,2024-05-08 13:19:00,2024-05-08 12:30:00,Annoying & Accosting,502,Cambridgeport,"200 ALBANY ST, Cambridge, MA",5
2021-04498,2021-06-26 16:57:00,2021-06-26 16:56:00,Trespassing,903,Peabody,"0 LINNAEAN ST, Cambridge, MA",9
2021-08920,2021-12-05 16:53:00,2021-12-05 16:52:00,Suspicious Package,708,Riverside,"MASSACHUSETTS AVE & PLYMPTON ST, Cambridge, MA",7
2015-06519,2015-08-29 00:48:00,2015-08-29 00:47:00,Accident,411,Area 4,"MASSACHUSETTS AVE & NORFOLK ST, Cambridge, MA",4
2012-02084,2012-03-21 15:30:00,2012-03-21 15:30:00,Forgery,409,Area 4,"0 ELM ST, Cambridge, MA",4
2017-02983,2017-05-09 07:28:00,2017-05-09 07:28:00,Admin Error,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2013-04127,2013-06-08 16:18:00,2013-06-08 01:00:00,Larceny from Person,1101,North Cambridge,"Massachusetts Ave & Somerville Ave, Cambridge, MA",11
2013-03433,2013-05-15 06:25:00,2013-05-15 06:24:00,Warrant Arrest,910,Peabody,"0 WALDEN SQUARE RD, Cambridge, MA",9
2023-10450,2023-11-14 16:46:00,2023-11-14 16:45:00,Larceny from Building,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2018-04963,2018-07-21 17:33:00,2018-07-21 17:32:00,Warrant Arrest,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2014-00496,2014-01-22 19:53:00,2014-01-22 19:53:00,Embezzlement,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2018-05930,2018-08-23 22:34:00,2018-08-23 22:34:00,Disorderly,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2010-01959,2010-03-23 20:12:00,2010-03-23 20:12:00,Missing Person,703,Riverside,"0 HOWARD ST, Cambridge, MA",7
2014-08439,2014-11-04 21:08:00,2014-11-04 18:45:00,Hit and Run,501,Cambridgeport,"0 PEARL ST, Cambridge, MA",5
2022-07668,2022-10-03 10:02:00,2022-10-01 01:00:00,Larceny of Bicycle,910,Peabody,"100 RICHDALE AVE, Cambridge, MA",9
2019-07913,2019-10-28 04:01:00,2019-10-28 04:00:00,Commercial Break,701,Riverside,"0 CENTRAL SQ, Cambridge, MA",7
2010-03567,2010-05-21 20:07:00,2010-05-19 21:00:00,Larceny from Residence,1110,North Cambridge,"200 CONCORD TPKE, Cambridge, MA",11
2012-04337,2012-06-12 13:12:00,2012-06-12 13:12:00,Housebreak,902,Peabody,"0 SHEPARD ST, Cambridge, MA",9
2022-01575,2022-03-08 18:35:00,2022-03-08 18:34:00,Aggravated Assault,701,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",7
2020-07174,2020-10-20 15:52:00,2020-10-20 15:51:00,Forgery,107,East Cambridge,"0 OTIS ST, Cambridge, MA",1
2009-06641,2009-09-06 21:29:00,2009-09-06 20:30:00,Hit and Run,105,East Cambridge,"CAMBRIDGE ST & EIGHTH ST, Cambridge, MA",1
2023-00205,2023-01-09 16:37:00,2023-01-09 16:36:00,Shoplifting,510,Cambridgeport,"300 RIVER ST, Cambridge, MA",5
2013-05160,2013-07-12 20:03:00,2013-07-12 20:03:00,Weapon Violations,601,Mid-Cambridge,"MASSACHUSETTS AVE & PROSPECT ST, Cambridge, MA",6
2009-02628,2009-04-14 13:29:00,2009-04-14 13:29:00,Drugs,1101,North Cambridge,"0 White St, Cambridge, MA",11
2012-07746,2012-10-01 18:06:00,2012-10-01 18:06:00,Larceny from Person,102,East Cambridge,"CAMBRIDGE ST & First St, Cambridge, MA",1
2016-06699,2016-09-13 13:15:00,2016-09-13 11:15:00,Flim Flam,1202,Highlands,"0 NORMANDY AVE, Cambridge, MA",12
2016-02896,2016-04-29 18:08:00,2016-04-29 18:08:00,Warrant Arrest,704,Riverside,"800 MEMORIAL DR, Cambridge, MA",7
2009-08321,2009-11-07 18:05:00,2009-11-07 18:05:00,Forgery,1109,North Cambridge,"300 RINDGE AVE, Cambridge, MA",11
2018-01059,2018-02-19 14:00:00,2018-02-19 14:00:00,Larceny from Residence,510,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",5
2018-02313,2018-04-14 06:32:00,2018-04-14 06:32:00,Warrant Arrest,108,East Cambridge,"100 SIXTH ST, Cambridge, MA",1
2017-02847,2017-05-03 23:34:00,2017-05-03 23:29:00,Larceny from Building,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2014-07425,2014-10-01 20:06:00,2014-10-01 20:06:00,Accident,1005,West Cambridge,"0 ASH ST, Cambridge, MA",10
2015-00456,2015-01-21 12:26:00,2015-01-21 12:26:00,Threats,507,Cambridgeport,"0 PLEASANT ST, Cambridge, MA",5
2014-03639,2014-05-28 17:01:00,2014-05-22 22:30:00,Larceny from Building,302,Inman/Harrington,"0 SPRINGFIELD ST, Cambridge, MA",3
2023-09997,2023-10-31 17:18:00,2023-10-31 17:18:00,Simple Assault,1202,Highlands,"100 MOONEY ST, Cambridge, MA",12
2017-02716,2017-04-29 11:39:00,2017-04-27 14:15:00,Flim Flam,304,Inman/Harrington,"0 JAMES WAY, Cambridge, MA",3
2013-06259,2013-08-15 07:24:00,2013-08-15 07:24:00,Admin Error,1002,West Cambridge,"BRATTLE ST & Brattle St, Cambridge, MA",10
2013-08829,2013-11-07 01:13:00,2013-11-07 01:13:00,Warrant Arrest,1113,North Cambridge,"2100 MASSACHUSETTS AVE, Cambridge, MA",11
2015-01888,2015-03-17 18:05:00,2015-03-17 18:04:00,Threats,101,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",1
2023-04249,2023-05-16 18:47:00,2023-05-16 18:47:00,Warrant Arrest,501,Cambridgeport,"MASSACHUSETTS AVE & PEARL ST, Cambridge, MA",5
2012-05707,2012-07-27 07:43:00,2012-07-27 07:42:00,Forgery,102,East Cambridge,"100 Cambridgeside Pl, Cambridge, MA",1
2014-01177,2014-02-21 10:56:00,2014-02-21 10:55:00,Warrant Arrest,108,East Cambridge,"100 Sixth St, Cambridge, MA",1
2018-05429,2018-08-06 15:57:00,2018-06-16 16:29:00,Larceny from Residence,106,East Cambridge,"0 FULKERSON ST, Cambridge, MA",1
2012-07340,2012-09-17 17:45:00,2012-09-17 17:45:00,Drugs,301,Inman/Harrington,"900 CAMBRIDGE ST, Cambridge, MA",3
2016-01791,2016-03-18 11:39:00,2016-03-18 11:39:00,Warrant Arrest,403,Area 4,"100 HARVARD ST, Cambridge, MA",4
2017-04715,2017-07-11 14:43:00,2017-07-11 14:42:00,Warrant Arrest,708,Riverside,"1200 MASSACHUSETTS AVE, Cambridge, MA",7
2019-01962,2019-03-25 13:56:00,2019-03-25 13:56:00,Larceny from Building,606,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",6
2020-09240,2020-12-26 16:13:00,2020-12-26 14:30:00,Larceny from Residence,506,Cambridgeport,"0 COTTAGE ST, Cambridge, MA",5
2013-04366,2013-06-17 18:36:00,2013-06-17 18:36:00,Accident,609,Mid-Cambridge,"HARVARD ST & PROSPECT ST, Cambridge, MA",6
2009-02036,2009-03-21 14:22:00,2009-03-21 14:22:00,Trespassing,302,Inman/Harrington,"1100 CAMBRIDGE ST, Cambridge, MA",3
2022-08662,2022-10-08 19:19:00,2022-10-08 19:19:00,Simple Assault,707,Riverside,"JFK ST & MEMORIAL DR, Cambridge, MA",7
2012-09982,2012-12-21 11:35:00,2012-12-21 11:35:00,Hit and Run,905,Peabody,"MASSACHUSETTS AVE & SOMERVILLE AVE, Cambridge, MA",9
2020-04400,2020-07-12 03:24:00,2020-07-12 03:23:00,Missing Person,301,Inman/Harrington,"900 CAMBRIDGE ST, Cambridge, MA",3
2017-08172,2017-11-17 13:24:00,2017-11-17 13:24:00,Forgery,101,East Cambridge,"0 EARHART ST, Cambridge, MA",1
2022-00346,2022-01-17 15:57:00,2022-01-17 15:57:00,Simple Assault,501,Cambridgeport,"600 MASSACHUSETTS AVE, Cambridge, MA",5
2011-03327,2011-05-10 19:31:00,2011-05-10 19:31:00,Street Robbery,304,Inman/Harrington,"BERKSHIRE PL & CARDINAL MEDEIROS AVE, Cambridge, MA",3
2016-07258,2016-10-03 15:45:00,2016-08-10 13:30:00,Larceny from Person,613,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",6
2010-09322,2010-11-30 17:09:00,2010-11-27 19:14:00,Threats,9999,East Cambridge,"100 SIXTH ST, Cambridge, MA",99
2014-01163,2014-02-20 19:39:00,2014-02-20 19:39:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2009-07179,2009-09-25 19:13:00,2009-09-25 17:30:00,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",1
2022-02732,2022-04-23 00:28:00,2022-04-23 00:27:00,Drugs,405,Area 4,,4
2014-07022,2014-09-19 11:17:00,2014-09-19 11:16:00,Larceny from Building,501,Cambridgeport,"600 Massachusetts Ave, Cambridge, MA",5
2023-11825,2023-12-28 22:20:00,2023-12-28 22:19:00,Mal. Dest. Property,708,Riverside,"0 JFK ST, Cambridge, MA",7
2016-03351,2016-05-17 19:41:00,2016-05-17 19:41:00,Taxi Violation,303,Inman/Harrington,"BINNEY ST & CARDINAL MEDEIROS AVE, Cambridge, MA",3
2013-06930,2013-09-05 21:42:00,2013-09-05 21:42:00,Street Robbery,1002,West Cambridge,"100 Church St, Cambridge, MA",10
2011-10054,2011-12-20 20:33:00,2011-12-16 00:00:00,Larceny from Residence,603,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",6
2017-02380,2017-04-15 18:26:00,2017-04-15 18:26:00,Simple Assault,1002,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",10
2022-07846,2022-10-09 20:47:00,2022-10-09 20:47:00,Noise Complaint,604,Mid-Cambridge,"100 FAYETTE ST, Cambridge, MA",6
2021-07589,2021-10-18 08:27:00,2021-10-18 08:27:00,Accident,305,Inman/Harrington,"CAMBRIDGE ST & WINDSOR ST, Cambridge, MA",3
2016-07879,2016-10-28 10:47:00,2016-10-28 10:46:00,Harassment,705,Riverside,"400 GREEN ST, Cambridge, MA",7
2013-08624,2013-10-30 07:23:00,2013-10-30 07:23:00,Accident,604,Mid-Cambridge,"CAMBRIDGE ST & Antrim St, Cambridge, MA",6
2011-06413,2011-08-20 01:28:00,2011-08-20 01:27:00,Aggravated Assault,504,Cambridgeport,"LANDSDOWNE ST & MASSACHUSETTS AVE, Cambridge, MA",5
2012-00547,2012-01-21 18:08:00,2012-01-21 16:15:00,Simple Assault,708,Riverside,"100 Winthrop St, Cambridge, MA",7
2024-00754,2024-01-27 16:30:00,2024-01-25 12:23:00,Larceny from Residence,503,Cambridgeport,"600 PUTNAM AVE, Cambridge, MA",5
2013-03701,2013-05-24 11:14:00,2013-02-28 16:09:00,Mal. Dest. Property,502,Cambridgeport,"0 PILGRIM ST, Cambridge, MA",5
2019-01247,2019-02-23 16:03:00,2019-02-23 16:03:00,Accident,301,Inman/Harrington,"PORTER ST & WARREN ST, Cambridge, MA",3
2019-00903,2019-02-10 01:46:00,2019-02-10 01:45:00,Simple Assault,408,Area 4,"300 MASSACHUSETTS AVE, Cambridge, MA",4
2013-06609,2013-08-26 11:08:00,2013-08-26 11:08:00,Flim Flam,1003,West Cambridge,"100 Mount Auburn St, Cambridge, MA",10
2009-02861,2009-04-22 16:29:00,2009-04-21 10:30:00,Simple Assault,105,East Cambridge,"200 SPRING ST, Cambridge, MA",1
2020-07994,2020-11-13 08:38:00,2020-11-13 08:38:00,Admin Error,302,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",3
2012-08042,2012-10-11 15:53:00,2012-10-11 15:52:00,Aggravated Assault,1017,West Cambridge,"Hayes St & Mount Auburn St, Cambridge, MA",10
2018-04975,2018-07-22 09:52:00,2018-07-22 09:51:00,Flim Flam,1110,North Cambridge,"200 CONCORD TPKE, Cambridge, MA",11
2009-06953,2009-09-16 22:32:00,2009-09-16 21:30:00,Larceny from Person,707,Riverside,"Memorial Dr & Flagg St, Cambridge, MA",7
2015-01593,2015-03-06 18:32:00,2015-03-06 18:31:00,Simple Assault,103,East Cambridge,"300 THIRD ST, Cambridge, MA",1
2020-03464,2020-06-05 10:11:00,2020-06-05 10:10:00,Forgery,904,Peabody,"200 WALDEN ST, Cambridge, MA",9
2011-02753,2011-04-20 15:55:00,2011-04-20 15:55:00,Warrant Arrest,406,Area 4,"GARDNER RD & PROSPECT ST, Cambridge, MA",4
2015-06190,2015-08-18 10:43:00,2015-07-30 12:40:00,Forgery,102,East Cambridge,"0 Canal Park, Cambridge, MA",1
2023-07085,2023-08-07 00:23:00,2023-08-07 00:22:00,Arson,1002,West Cambridge,"0 BRATTLE SQ, Cambridge, MA",10
2010-01544,2010-03-07 00:13:00,2010-03-07 00:13:00,Warrant Arrest,705,Riverside,"0 WESTERN AVE, Cambridge, MA",7
2016-05060,2016-07-13 14:45:00,2016-07-13 14:45:00,Commercial Robbery,708,Riverside,"1400 MASSACHUSETTS AVE, Cambridge, MA",7
2015-06762,2015-09-07 14:21:00,2015-09-07 14:21:00,Admin Error,1111,North Cambridge,"Alewife Brook Pky & MASSACHUSETTS AVE, Cambridge, MA",11
2017-05614,2017-08-11 10:51:00,2017-08-11 10:51:00,Admin Error,304,Inman/Harrington,"100 BERKSHIRE ST, Cambridge, MA",3
2015-06868,2015-09-10 19:39:00,2015-09-10 19:39:00,Admin Error,610,Mid-Cambridge,"HAMPSHIRE ST & PROSPECT ST, Cambridge, MA",6
2015-07787,2015-10-16 13:17:00,2015-10-16 13:17:00,Commercial Robbery,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2018-08401,2018-11-27 15:55:00,2018-11-27 15:54:00,Admin Error,610,Mid-Cambridge,"HAMPSHIRE ST & PROSPECT ST, Cambridge, MA",6
2023-05740,2023-06-28 13:13:00,2023-06-28 13:12:00,Shoplifting,501,Cambridgeport,"500 MASSACHUSETTS AVE, Cambridge, MA",5
2015-05898,2015-08-07 18:57:00,2015-08-07 18:56:00,Admin Error,104,East Cambridge,"300 MONSIGNOR OBRIEN HWY, Cambridge, MA",1
2019-05128,2019-07-22 09:53:00,2019-07-22 09:52:00,Hit and Run,1006,West Cambridge,"200 HURON AVE, Cambridge, MA",10
2010-07502,2010-09-25 23:04:00,2010-09-25 23:04:00,Auto Theft,609,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",6
2009-08375,2009-11-09 13:33:00,2009-10-05 00:00:00,Forgery,304,Inman/Harrington,"0 CORNELIUS WAY, Cambridge, MA",3
2018-04011,2018-06-17 13:43:00,2018-06-17 13:42:00,Street Robbery,411,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",4
2020-07358,2020-10-25 10:55:00,2020-10-25 10:54:00,Forgery,607,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",6
2013-09182,2013-11-19 15:22:00,2013-11-19 15:22:00,Accident,704,Riverside,,7
2019-00722,2019-02-03 01:35:00,2019-02-03 01:34:00,OUI,411,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",4
2022-10225,2022-12-24 01:24:00,2022-12-24 01:23:00,Forgery,101,East Cambridge,"0 EDUCATION CIR, Cambridge, MA",1
